Order,Position_x,Position_y,Position_z,Owner_ID,Distance_to_Camera,Connected_Vertices,Bottom_Left_x,Bottom_Left_y,Bottom_Left_z,Top_Left_x,Top_Left_y,Top_Left_z,Top_Right_x,Top_Right_y,Top_Right_z,Bottom_Right_x,Bottom_Right_y,Bottom_Right_z,Frustum_Apex_x,Frustum_Apex_y,Frustum_Apex_z,Is_Visible,Out_Of_Frame,BehindAMesh
87,1.228127,0.08750671,0.3481274,-9518,4.608843,30 133 274 86 315 314,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
88,1.189951,0.2401733,-0.3099512,-9518,4.929418,277 89 58 12 379 376,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,0,0,1
89,1.212473,0.1698926,-0.3324731,-9518,4.96243,278 90 277 88 382 379,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,0,0,1
90,1.228127,0.08750671,-0.3481274,-9518,4.987352,279 31 278 89 169 382,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,0,0,1
91,1.188901,-0.2401929,-0.3089014,-9518,4.958356,8 250 253 92 34 367,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,0,0,1
92,1.211348,-0.1701416,-0.3313476,-9518,4.982265,91 253 256 93 367 368,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,0,0,1
93,1.22697,-0.0880603,-0.3469702,-9518,4.996751,92 256 139 31 368 369,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,0,0,1
94,0.5710986,-0.2401929,0.3089014,-9518,4.103345,46 11 295 95 322 325,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
95,0.5486524,-0.1701416,0.3313476,-9518,4.063509,295 94 296 96 325 328,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
96,0.5330298,-0.0880603,0.3469702,-9518,4.032967,296 95 297 32 328 163,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
97,0.5700488,0.2401733,0.3099512,-9518,4.065093,98 307 304 15 349 70,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
98,0.5475268,0.1698926,0.3324731,-9518,4.035669,99 310 307 97 350 349,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
99,0.5318726,0.08750671,0.3481274,-9518,4.017706,32 145 310 98 351 350,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
100,0.5710986,-0.2401929,-0.3089014,-9518,4.478886,40 10 331 101 358 361,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
101,0.5486524,-0.1701416,-0.3313476,-9518,4.4687,331 100 332 102 361 364,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
102,0.5330298,-0.0880603,-0.3469702,-9518,4.45926,332 101 333 33 364 175,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
103,0.5700488,0.2401733,-0.3099512,-9518,4.445099,104 343 340 14 385 76,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
104,0.5475268,0.1698926,-0.3324731,-9518,4.44472,105 346 343 103 386 385,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
105,0.5318726,0.08750671,-0.3481274,-9518,4.44682,33 157 346 104 387 386,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
106,0.88,-0.4123633,-0.2801587,-9518,4.720238,36 180 107 22 193 194,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
107,0.8799999,-0.4585547,-0.1956055,-9518,4.676372,180 183 108 106 194 195,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
108,0.88,-0.4882324,-0.1007947,-9518,4.625193,183 186 16 107 195 111,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
109,0.5998413,-0.4123633,1.907349E-08,-9518,4.33211,192 110 189 23 202 45,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
110,0.6843945,-0.4585547,-3.814694E-10,-9518,4.406287,195 111 192 109 203 202,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
111,0.7792047,-0.4882324,0,-9518,4.486462,108 195 16 110 203 204,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
112,0.8800001,-0.4123633,0.2801587,-9518,4.399723,113 212 211 198 24 48,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
113,0.88,-0.4585547,0.1956055,-9518,4.452816,201 114 213 212 112 198,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
114,0.88,-0.4882324,0.1007947,-9518,4.510072,16 117 204 201 113 213,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
115,1.160159,-0.4123633,3.814697E-08,-9518,4.782366,57 184 25 116 207 210,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
116,1.075606,-0.4585547,1.945489E-08,-9518,4.720239,184 185 117 213 115 210,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
117,0.9807947,-0.4882324,-9.536743E-09,-9518,4.648098,185 186 116 16 213 114,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
118,1.16115,0.4128613,-9.059906E-08,-9518,4.72894,60 216 119 26 229 230,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
119,1.076276,0.4591016,-6.198883E-08,-9518,4.659625,216 219 120 118 230 231,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
120,0.9811364,0.4888574,-3.218651E-08,-9518,4.582203,219 222 17 119 231 123,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
121,0.8800001,0.4128613,0.2811499,-9518,4.340158,225 27 228 69 122 238,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
122,0.8800001,0.4591016,0.1962756,-9518,4.387552,231 228 121 238 123 239,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
123,0.88,0.4888574,0.1011359,-9518,4.441648,231 122 120 17 239 240,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
124,0.5988501,0.4128613,0,-9518,4.271358,234 125 72 28 247 248,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
125,0.6837243,0.4591016,0,-9518,4.340161,237 126 234 124 248 249,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
126,0.7788641,0.4888574,0,-9518,4.417591,237 240 17 125 249 129,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
127,0.8799999,0.4128613,-0.2811499,-9518,4.665876,81 220 128 29 243 246,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
128,0.8799999,0.4591016,-0.1962756,-9518,4.615028,221 129 220 127 246 249,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
129,0.8799999,0.4888574,-0.1011359,-9518,4.558887,222 17 221 128 249 126,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
130,1.292363,-0.2801587,-3.814697E-08,-9518,4.874073,25 265 57 266 252 131,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,0,0,1
131,1.338555,-0.1956055,-7.667521E-08,-9518,4.903264,130 266 252 267 255 132,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,0,0,1
132,1.368232,-0.1007953,-3.814697E-08,-9518,4.919352,131 267 255 135 258 18,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,0,0,1
133,1.295735,2.270099E-11,0.2777856,-9518,4.707258,261 30 87 264 274 134,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
134,1.341938,3.492459E-11,0.1913415,-9518,4.79037,264 133 274 267 135 275,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
135,1.370391,7.275958E-12,0.09754516,-9518,4.862648,267 134 132 275 18 276,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,0,0,1
136,1.293748,0.2802221,-1.335144E-07,-9518,4.839137,63 270 137 26 284 283,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
137,1.339844,0.195459,-1.525879E-07,-9518,4.879329,273 138 270 285 136 284,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,0,0,1
138,1.369658,0.1002966,-1.621246E-07,-9518,4.907742,18 141 276 285 273 137,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,0,0,1
139,1.293748,-0.0008836472,-0.2811499,-9518,5.006035,93 256 31 140 279 282,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,0,0,1
140,1.339844,-0.0008836464,-0.1962756,-9518,4.995495,256 257 141 139 282 285,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,0,0,1
141,1.369658,-0.0008836508,-0.1011359,-9518,4.967597,258 18 257 140 138 285,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,0,0,1
142,0.8800001,-0.2801587,0.4123633,-9518,4.311049,24 301 51 302 288 143,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
143,0.8800001,-0.1956055,0.4585547,-9518,4.276829,142 302 288 303 291 144,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
144,0.8800001,-0.1007953,0.4882324,-9518,4.251719,143 303 291 147 294 19,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
145,0.6022143,3.143213E-11,0.4157349,-9518,4.044647,297 32 99 300 310 146,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
146,0.6886585,-8.076313E-12,0.4619385,-9518,4.092831,300 145 310 303 147 311,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
147,0.7824548,3.588866E-11,0.4903906,-9518,4.158102,303 146 144 311 19 312,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
148,0.8800001,0.2802221,0.4137475,-9518,4.269478,69 306 149 27 320 319,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
149,0.8800001,0.195459,0.4598437,-9518,4.247465,309 150 306 321 148 320,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
150,0.8800001,0.1002972,0.4896582,-9518,4.23617,19 153 312 321 309 149,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
151,1.157786,-3.143213E-11,0.4157349,-9518,4.519763,84 292 30 152 315 318,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
152,1.071342,8.076313E-12,0.4619385,-9518,4.422001,292 293 153 151 318 321,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
153,0.9775451,-3.605237E-11,0.4903906,-9518,4.326509,294 19 293 152 150 321,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
154,0.4676367,-0.2801587,3.814697E-08,-9518,4.209058,45 23 324 155 337 338,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
155,0.4214453,-0.1956055,3.852852E-08,-9518,4.162324,324 154 327 156 338 339,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
156,0.3917676,-0.1007947,3.814697E-08,-9518,4.128953,327 155 330 20 339 159,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
157,0.4662524,-0.0008836098,-0.2811499,-9518,4.358862,333 33 105 336 346 158,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
158,0.4201563,-0.0008836057,-0.1962756,-9518,4.268377,336 157 339 346 159 347,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
159,0.3903418,-0.000883606,-0.1011359,-9518,4.183821,156 339 158 20 347 348,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
160,0.4662524,0.2802221,0,-9518,4.166119,161 356 355 28 342 75,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
161,0.4201563,0.195459,0,-9518,4.131818,162 357 356 160 345 342,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
162,0.3903418,0.1002972,0,-9518,4.112575,20 165 357 161 348 345,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
163,0.4642651,-2.313754E-11,0.2777856,-9518,4.00855,96 328 164 32 354 351,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
164,0.4180615,-3.492459E-11,0.1913415,-9518,4.022565,329 165 328 357 163 354,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
165,0.3896094,-7.275958E-12,0.09754516,-9518,4.057334,330 20 329 162 357 164,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
166,0.88,-0.2801587,-0.4123633,-9518,4.7841,22 373 39 374 360 167,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
167,0.88,-0.1956055,-0.4585547,-9518,4.803715,166 374 360 375 363 168,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
168,0.8800001,-0.1007953,-0.4882324,-9518,4.813644,167 375 363 171 366 21,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
169,1.16115,-0.0008836342,-0.4137475,-9518,4.978048,369 31 90 372 382 170,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,0,0,1
170,1.076276,-0.0008836379,-0.4598437,-9518,4.93959,372 169 382 375 171 383,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,0,0,1
171,0.9811358,-0.0008836288,-0.4896582,-9518,4.884494,375 170 168 383 21 384,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,0,0,1
172,0.8799998,0.2802221,-0.4137475,-9518,4.748194,81 378 173 29 392 391,-2.373663,0.05295172,2.769399,-2.285386,0.3812312,2.702768,-2.736656,0.3812312,2.104889,-2.824934,0.05295175,2.17152,-2.782076,0.3128749,2.608418,1,0,0
